artist,title
shalabi effect,the trial of st-orange
rocket from the tombs,the day the earth met rocket from the tombs
labtekwon,song of the sovereign
clinic,walking with thee
kings of convenience,versus
"tim berne, herb robertson, copenhagen art ensemble, marc ducret","open, coma"
red monkey,"gunpowder, treason and plot"
amon dl ii,tanz der lemminge
various artists,native lab
twin atlas,kitchen u.s.a.
de la soul,aoi:bionix
witch hazel sound,"this world, then the fireworks"
james hardway,straight from the fridge
boards of canada,geogaddi
art ensemble of chicago,a jackson in your house
the divine comedy,regeneration
erik sanko,"past imperfect, present tense"
the zincs,moth and marriage
south,from here on in
tadpoles,use with headphones late at night: best of 1990-2000
aphex twin,selected ambient works 85-92
deadbeat,primordia
various artists,i am sam ost
champagne kiss,dancing in the pockets of thieves
cracker,forever
this heat,deceit
amy annelle,a school of secret dangers
mike ladd,vernacular homocide ep
the polyphonic spree,the beginning stages of...
various artists,in the beginning there was rhythm
fog,fog
matt pond pa,the green fury
princess superstar,princess superstar is
various artists,night owls 01
mirah,cold cold water ep
syd barrett,wouldn't you miss me: the best of...
freestyle fellowship,temptations
date course pentagon royal garden,report from iron mountain
pele,enemies
fruit bats,echolocation
susie ibarra trio,songbird suite
various artists,electric ladyland: clickhop version 1.0
vermont,calling albany
trembling blue stars,alive to every smile
owen,owen
matthew shipp,nu bop
rollins band,nice
eyedea & abilities,first born
boxhead ensemble,two brothers
miighty flashlight,miighty flashlight
hefner,dead media
the sunshine fix,age of the sun
ken stringfellow,touched
the notwist,neon golden
hey mercedes,everynight fire works
sunroof!,bliss
negativland,"over the edge, vol. 4: dick vaughn's moribund music of the 70s"
sofa surfers,encounters
vibracathedral orchestra,dabbling with gravity and who you are
elbow,asleep in the back
phil ochs,the best of phil ochs: 20th century masters
single unit,family of forces
stephin merritt,eban and charley
dj zeph,dj zeph
the real tuesday weld,where psyche meets cupid
beth hirsch,titles and idols
orange alabaster mushroom,space and time: a compendium of...
"cut chemist, dj shadow",product placement
surface of eceon,the king beneath the mountain
electrelane,rock it to the moon
cornelius,point
"up, bustle and out","master sessions, vol. 2"
eric's trip,the eric's trip show
gaji,ten to ten past ten
little grizzly,i'd be lying if i said i wasn't scared
the chemical brothers,come with us
various artists,the royal tenenbaums ost
mates of state,our constant concern
new wet kojak,no. 4 ep
goodheart allen powell trio,"i can climb a tree, i can tie a knot, i can have a conversation"
the frames,for the birds
flickerstick,welcoming home the astronauts
gillian welch,time (the revelator)
hasidic new wave and yakar rhythms,from the belly of abraham
seaworthy,the ride
k.,new problems
pierre bastien,mecanoid
jim orourke,"i'm happy, and i'm singing, and a 1, 2, 3, 4"
various artists,the funky 16 corners
slumber party,psychedelicate
ulver,perdition city
charity empressa,charity empressa
the bevis frond,triptych
various artists,songs for cassavettes sdtk
sbastien tellier,l'incroyable vrit
various artists,all tomorrow's parties v1.1
rilo kiley,take offs and landings
cylob,mood bells
aesop rock,labor days
black cat music,"hands in the estuary, torso in the lake"
carpet musics,weekday
detachment kit,they raging. quiet army
the db's,stands for decibels/repercussion
starsailor,love is here
future pilot aka,"tiny waves, mighty sea"
sarah dougher,the bluff
"morton feldman, ives ensemble",string quartet ii
hayden,skyscraper national park
the charlatans uk,wonderland
sorry about dresden,the convenience of indecision
jonathan richman,her mystery not of high heels and eye shadow
lanterna,elm street
the drag city supersession,"tramps, traitors and little devils"
no-neck blues band,sticks and stones may break my bones but words will never hurt me
marmoset,record in red
otto von schirach,escalo frio
satoko fujii quartet,vulcan
alsace lorraine,through small windows
posthuman,the uncertainty of the monkey
chessie,overnight
"jad fair, daniel johnston",the lucky sperms: somewhat humorous
fin fang foom,"texture, structure and the condition of moods"
push kings,feel no fade
elders of zion,dawn refuses to rise
various artists,sincerely yours
ooioo,shock city shockers 2
the dukes of stratosphear,chips from the chocolate fireball
mouse on mars,agit itter it it ep
reclinerland,reclinerland
redd kross,neurotica
hood,cold house
victory at sea,carousel
karp,action chemistry
the nerves,world of gold
the (international) noise conspiracy,the first conspiracy
various artists,japanese independent music
grace period,dynasty
haywood,"we are amateurs, you and i"
still,nectar
various artists,give the people what we want: songs of the kinks
4 hero,creating patterns
langley schools music project,innocence and despair
dub taylor,detect
david axelrod,david axelrod
cherubino,bird
clairvoyants,your new boundaries
melochrome,stay a little longer
the coup,party music
flanger,outer space/inner space
bobby birdman,let me in
parker paul,wingfoot
lovage,music to make love to your old lady by
black-eyed snakes,it's the black-eyed snakes
anasarca,discography 1994-1997
red shirt brigade,home of the cannon saints
various artists,dean quixote sdtk.
bullfrog,bullfrog
la makita soma,brighton park
bevel,where leaves block the sun
king crimson,happy with what you have to be happy with
oxbow,an evil heat
anti-pop consortium,the ends against the middle ep
zmrzlina,katastrophe vol. 3
money mark,change is coming
jenny toomey,antidote
explosions in the sky,"those who tell the truth shall die, those who tell the truth shall live forever"
nobukazu takemura,sign ep
mushroom,foxy music
scared of chaka,crossing with switchblades
figurine,the heartfelt
radiohead,i might be wrong: live recordings ep
kroko,furia
the locust,flight of the wounded locust ep
minus the bear,this is what i know about being gigantic ep
the moldy peaches,moldy peaches
various artists,listen to what the man said: popular artists pay tribute to the music of paul mccartney
andrew coleman,"everything was beautiful, and nothing hurt"
scout niblett,sweet heart fever
prson sound,prson sound
howe gelb,lull some piano
james william hindle,james william hindle
pulp,we love life
maceo parker,doing their own thing
aveo,bridge to northern lights
haymarket riot,bloodshot eyes
orbital,the altogether
roots manuva,run come save me
the appleseed cast,low level owl vol. i & ii
mazarin,a tall tale storyline
boylion,"up, up, down, down, left, right, left, right, b, a, select, start"
jackie-o motherfucker,liberation
rotoscope,great curves
richard devine,aleamapper
ovuca,wasted sunday
land of the el caminos,subourbon
dj food,"solid steel presents: now, listen!"
olivia block,mobius fuse
blectum from blechdom,haus de snaus
check engine,check engine
brando,the headless horseman is a preacher
the damned,grave disorder
julie doiron,desormais
hope sandoval & the warm inventions,bavarian fruit bread
"m. gira, d. matz",what we did
"green velvet, pajo",whatever
the handsome family,twilight
the prima donnas,"drugs, sex and discotheques"
jay farrar,sebastapol
radioinactive,pyramidi
empire state,eternal combustion
brian allen and jacob koller,brain killer
stratford 4,the revolt against tired noises
love as laughter,sea to shining sea
pinback,blue screen life
volta do mar,at the speed of light of day
papa m,"whatever, mortal"
friends of dean martinez,in the wire ep
20 minute loop,decline of day
iggy pop,beat 'em up
"fred lonberg-holm, jim orourke, weasel walter",tribute to masayuki takayanagi
coquettish,total pops madness ep
sloan,pretty together
silver jews,bright flight
half-handed cloud,learning about your scale
jim orourke,insignificance
fugu,fugu 1
aereogramme,a story in white
spokane,the proud graduates
gorky's zygotic mynci,how i long to feel that summer in my heart
kill creek,colors of home
saul williams,amethyst rock star
alva noto,transform
ruins,mandala 2000/live at kichijoji mandala ii
mitchell akiyama,hope that lines don't cross
the velvet underground,"bootleg series, vol. 1: the quine tapes"
piano magic,seasonally affective: 1996-2000
spiritualized,let it come down
autour de lucie,faux mouvement
jeff london,col. summers park
arling and cameron,we are a&c
stilluppsteypa,stories part five
mr. len,pity the fool: experiments in therapy behind the mask of music while handing out dummy smacks
new order,get ready
bobby conn,the golden age
electric birds,strata frames
now it's overhead,now it's overhead
dntel,life is full of possibilities
tomahawk,tomahawk
death cab for cutie,the photo album
saturnine,pleasure of ruins
faust,bbc sessions +
pillow,three henries
lali puna,scary world theory
circus devils,ringworm interiors
zeni geva,"10,000 light years"
set fire to flames,sings reign rebuilder
...and you will know us by the trail of dead,relative ways ep
low,"paris '99: anthony, are you around?"
electric company,62-56
mia doi todd,zeroone
boxstep,the faces all look on
idaho,levitate
the microphones,blood
-ziq,tango n' vectif
matt marque,get there
thalia zedek,been here and gone
reindeer section,"y'all get scared now, ya hear!"
miles davis,the complete in a silent way sessions
songs: ohia,mi sei apparso come un fantasma
tomas jirku,immaterial
vincent gallo,when
jay z,the blueprint
"richard youngs, makoto kawabata",makoto kawabata and richard youngs
lilac time,lilac6
yesterdays new quintet,angles without edges
pram,somniloquy ep
lu,lu
le tigre,feminist sweepstakes
oneida,anthem of the moon
leonard cohen,ten new songs
phoenecia,odd job discrimination ep
western automatic,it's 1995
kammerflimmer kollektief,incommunicado
mm,please smile my noise bleed
brigitte fontaine,kekeland
the silver mt. zion memorial orchestra & tra-la-la band,born into trouble as the sparks fly upward
triangle,*
tom waits,used songs: 1973-1980
beachwood sparks,once we were trees
orange can,home burns
the clean,getaway
weights and measures,"tonight, the lower abdominals ep"
jigmastas,infectious
les savy fav,go forth
call and response,call and response
bosco and jorge,bosco and jorge
mogwai,my father my king ep
atmosphere,lucy ford: the atmosphere eps
transchamps,double exposure ep
elk city,the sea is fierce ep
beulah,the coast is never clear
moreno veloso +2,music typewriter
gallygows,give it to her
phthalocyanine,zacks
various artists,immediate action
aphex twin,drukqs
yoko ono,blueprint for a sunrise
utah!,zoo sounds and destructovision ep
john cale,sun blindness music
heavenly,heavenly vs. satan
quasi,early recordings
kid606,p.s. you love me
takagi masakatsu,pia
sufjan stevens,enjoy your rabbit
the dismemberment plan,change
halifax pier,put your gloves on and wave
owls,owls
centro-matic,distance and clime
timeout drawer,a difficult future
visitor jim,visitor jim
s.i. futures,the mission statement
fugazi,the argument
the court & spark,bless you
los straitjackets,sing along with los straitjackets
spain,i believe
fridge,happiness
per mission,a ritual loop
oysterhead,the grand pecking order
pilot to gunner,games at high speeds
gez varley,bayou paradis
frankie sparo,arena hostile ep
lupine howl,the carnivorous lunar activities of...
metrovavan,retrofitting
the album leaf,one day i'll be on time
need new body,need new body
loscil,triple point
john coltrane,the olatunji concert: the last live recording
various artists,"the funky precedent, vol. 2"
landing,oceanless
the national,the national
frankie sparo,my red scare
the strokes,is this it
simian,chemistry is what we are
robert pollard and his soft rock renegades,choreographed man of war
polysics,hey! bob! my friend!
vue,find your home
three 4 tens,change is on its way
sun city girls,carnival folklore resurrection 7: libyan dream
